,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
6872,52,1,204322,5,11,0,4,0,0,0,5013,0,40,0,0
6873,73,0,143833,11,8,0,10,0,0,0,0,0,18,0,0
6883,57,1,250201,3,7,0,1,0,0,0,0,0,52,0,0
6886,56,1,53366,6,4,3,12,2,0,0,0,0,40,0,0
6888,17,1,100828,4,10,2,9,3,0,0,0,0,20,0,0
6894,27,1,386040,5,11,0,8,0,0,0,0,0,40,3,0
6903,54,3,197184,0,13,0,0,0,0,0,0,0,38,0,0
6904,36,1,143486,2,9,0,12,0,0,0,7298,0,50,0,1
6906,50,1,140516,2,9,0,11,0,0,0,0,0,40,0,1
6911,65,0,223580,4,10,0,2,0,0,0,6514,0,40,0,1
6916,38,1,229180,0,13,2,0,2,0,1,0,0,40,4,0
6922,41,1,299505,2,9,4,8,1,1,0,0,0,40,0,0
6925,45,1,327886,13,15,2,6,1,0,0,0,0,40,0,1
6930,31,2,50442,4,10,2,9,3,3,1,0,0,25,0,0
6931,35,1,57640,2,9,0,8,0,0,0,0,0,35,0,0
6932,37,2,333664,4,10,4,9,1,0,1,0,0,40,0,0
6936,25,1,34402,0,13,2,0,1,0,0,0,1590,60,0,0
6938,44,1,179136,2,9,2,3,1,0,1,0,0,40,0,0
6942,44,5,95150,4,10,0,0,0,0,0,0,0,50,0,1
6949,33,1,111363,0,13,0,8,0,0,0,0,0,45,0,0
6974,56,1,198388,2,9,3,9,1,0,1,0,0,40,0,0
6977,34,0,152109,2,9,0,12,0,0,0,0,0,60,0,0
6983,26,1,33610,2,9,2,8,4,0,0,0,0,60,0,0
6984,36,1,168276,7,6,3,1,1,0,1,0,0,40,0,0
6985,55,3,175127,0,13,0,9,0,0,0,7688,0,38,0,1
6986,37,1,254973,2,9,0,5,5,0,1,0,0,40,0,1
6999,26,1,172230,2,9,2,9,1,0,0,0,0,40,0,0
7005,26,3,208122,0,13,2,6,1,0,0,0,0,15,0,0
7008,49,1,215389,0,13,0,2,0,1,0,0,0,48,0,0
7022,41,4,34178,0,13,3,6,1,0,0,0,0,40,0,0
7028,47,1,221666,4,10,3,4,2,0,1,0,0,40,0,0
7039,21,1,83141,2,9,2,10,1,0,0,0,0,53,0,0
7041,35,1,141896,11,8,0,8,0,0,0,0,0,40,0,0
7045,35,1,343403,15,16,0,4,5,0,1,0,0,20,2,0
7047,59,5,107287,7,6,5,0,2,0,1,0,2559,50,0,1
7053,49,0,43479,4,10,0,8,0,0,0,0,0,40,0,0
7054,23,1,203003,6,4,2,8,1,0,0,0,0,25,29,0
7055,50,1,133963,2,9,3,9,2,0,1,0,0,35,0,0
7057,20,0,112137,4,10,2,6,4,2,1,0,0,20,31,0
7059,45,1,281565,2,9,5,1,4,2,1,0,0,50,31,0
7066,58,2,98361,2,9,0,0,0,0,0,0,0,50,0,0
7070,30,1,193598,12,1,2,10,1,0,0,0,0,40,3,0
7077,24,1,222993,2,9,2,2,3,0,0,0,0,40,0,0
7078,42,4,25240,5,11,3,6,2,3,1,0,0,40,0,0
7082,31,1,104509,0,13,2,3,1,0,1,0,0,65,0,1
7085,55,5,227856,0,13,0,0,0,0,0,0,2415,50,0,1
7095,37,0,24106,2,9,0,4,0,0,0,0,0,30,0,0
7104,43,1,243580,0,13,0,6,0,0,0,0,0,40,0,1
7105,46,1,182128,8,14,3,6,2,0,1,6497,0,50,0,0
7117,47,1,284916,2,9,0,3,0,0,0,7298,0,45,0,1
7118,46,1,28419,5,11,2,12,1,0,0,0,0,50,0,0
7119,47,1,26950,8,14,3,3,1,0,1,0,0,6,0,0
7139,33,2,224185,2,9,0,8,0,0,0,0,0,40,0,0
7153,20,1,197496,4,10,2,3,3,0,0,0,0,30,2,0
7157,18,1,716066,7,6,2,2,3,0,0,0,0,30,0,0
7158,27,1,188519,2,9,3,3,3,0,1,0,0,40,0,0
7160,52,1,174421,9,12,3,6,2,0,1,0,0,32,0,0
7163,39,1,85319,13,15,0,6,5,0,1,7688,0,60,0,1
7171,24,1,209770,0,13,2,6,1,0,1,0,0,8,0,0
7174,28,1,107411,0,13,2,6,1,0,1,0,0,35,0,0
7178,22,1,335453,2,9,2,9,1,0,1,0,0,60,0,0
7183,21,1,176262,4,10,2,0,3,0,1,0,0,30,0,0
7191,52,1,172493,2,9,2,3,1,0,1,0,0,36,0,0
7194,37,2,218184,0,13,0,6,0,0,0,0,1887,40,0,1
7196,35,1,110668,2,9,0,2,5,1,1,0,0,35,0,0
7204,33,1,345360,4,10,2,3,1,0,0,0,0,40,0,0
7205,40,1,192381,4,10,0,8,0,0,0,0,0,50,0,1
7218,53,1,185846,2,9,0,8,0,0,0,0,0,40,0,0
7220,27,1,220754,15,16,2,9,3,0,1,0,0,40,0,0
7228,18,1,260801,2,9,2,5,3,0,0,0,0,20,0,0
7231,30,1,121308,4,10,3,3,3,0,0,0,0,40,0,0
7240,26,1,49092,2,9,0,8,0,0,0,0,0,40,0,0
7241,23,1,148709,2,9,4,5,4,0,1,0,0,40,0,0
7243,36,2,285865,0,13,2,9,1,1,1,0,0,40,0,0
7251,18,1,236262,3,7,2,5,3,0,0,0,0,12,0,0
7262,31,1,191001,2,9,2,3,1,0,1,0,0,40,0,0
7266,45,1,202812,0,13,0,6,0,0,0,0,0,40,0,1
7286,47,5,116927,2,9,0,0,0,0,0,0,0,42,0,1
7288,33,1,31573,2,9,0,2,0,0,0,0,0,40,0,0
7289,28,2,125159,4,10,2,9,4,1,0,0,0,40,22,0
7294,53,1,141388,2,9,0,12,0,0,0,0,0,40,0,1
7296,31,3,75755,15,16,0,0,0,0,0,7298,0,55,0,1
7298,21,0,318865,4,10,2,1,3,0,0,0,0,30,0,0
7303,31,1,183778,0,13,2,4,1,0,0,0,0,45,0,0
7316,23,1,287988,4,10,2,9,1,0,0,0,0,20,0,0
7329,33,1,132832,2,9,2,9,1,0,1,0,0,50,0,0
7339,34,0,29254,4,10,0,8,0,0,0,0,0,55,0,1
7342,37,1,213841,4,10,0,8,0,0,0,0,0,50,0,1
7346,43,1,265266,2,9,0,8,0,0,0,0,0,40,0,0
7349,48,1,156926,0,13,3,9,1,0,0,0,0,40,0,0
7350,36,2,217414,4,10,3,11,2,0,0,0,0,55,0,0
7351,37,1,538443,2,9,3,8,1,0,0,14344,0,40,0,1
7354,60,1,193235,9,12,0,9,0,0,0,0,0,24,0,0
7377,41,1,179580,4,10,3,1,1,0,1,0,0,36,0,1
7379,31,4,351141,2,9,0,4,0,0,0,0,0,40,0,0
7380,36,2,191161,4,10,0,11,0,0,0,0,0,57,0,1
7381,20,1,148709,4,10,2,6,2,0,1,0,0,25,0,0
7387,32,1,198452,2,9,0,10,5,0,1,0,0,40,0,0
7394,20,1,34568,2,9,0,8,0,0,0,3781,0,35,0,0
7397,60,1,52152,8,14,2,6,1,0,0,0,0,50,0,0
7407,39,1,98941,2,9,0,8,0,0,0,0,0,40,0,0
7417,23,1,273206,0,13,2,9,1,0,1,0,0,23,0,0
7419,23,1,102729,4,10,2,3,3,0,1,0,0,15,0,0
7432,46,1,114032,4,10,0,4,0,0,0,0,1887,45,0,1
7444,37,1,125550,2,9,3,3,1,0,1,0,0,60,0,0
7452,53,1,238481,5,11,0,0,0,0,0,0,1485,40,0,0
7454,34,1,181311,3,7,0,2,0,0,0,0,0,40,0,0
7456,39,1,272950,0,13,0,8,0,0,0,0,0,45,0,1
7457,22,1,195532,2,9,2,7,3,0,1,0,0,40,0,0
7460,54,2,31533,8,14,0,9,0,0,0,7298,0,40,0,1
7468,54,1,155433,2,9,0,1,5,0,1,0,0,35,0,0
7479,70,0,150886,4,10,0,8,0,0,0,0,0,25,0,0
7485,43,1,208277,8,14,0,6,5,0,1,0,0,45,0,1
7486,24,2,184678,0,13,2,6,1,0,1,0,0,40,0,0
7487,33,1,278736,5,11,0,2,0,0,0,0,0,50,0,0
7494,31,1,159187,4,10,0,8,0,0,0,0,0,40,0,1
7495,30,3,126414,0,13,1,9,1,0,0,0,0,40,0,0
7497,47,5,173783,0,13,0,3,0,0,0,15024,0,60,0,1
7503,51,2,146325,15,16,0,6,0,0,0,0,1887,40,0,1
7510,62,1,225657,2,9,0,7,0,0,0,0,0,24,0,0
7511,33,1,121966,2,9,3,9,1,0,1,0,0,40,0,0
7512,21,1,396790,2,9,2,12,3,1,0,0,0,20,0,0
7519,22,1,216984,2,9,2,9,1,3,1,0,0,40,0,0
7520,40,1,212760,2,9,3,8,1,0,0,0,0,40,0,0
7525,46,1,172695,3,7,5,1,1,0,1,0,0,27,7,0
7528,56,1,85018,2,9,2,9,1,0,1,0,0,40,0,0
7540,50,0,170562,9,12,0,11,0,0,0,0,0,20,0,0
7559,64,1,205479,0,13,0,7,0,0,0,0,0,50,0,1
7561,35,1,163237,0,13,0,3,0,0,0,0,0,52,0,1
7566,27,1,38353,5,11,0,3,0,0,0,0,0,60,0,0
7580,49,1,122177,2,9,2,5,3,0,0,0,0,80,0,0
7584,19,1,204441,2,9,2,7,4,1,0,0,0,20,0,0
7587,39,1,178815,2,9,2,3,1,0,0,0,0,55,0,0
7595,22,1,333910,4,10,2,4,1,0,1,0,0,43,0,0
7629,38,1,167140,13,15,0,6,0,0,0,99999,0,70,0,1
7634,62,3,221558,8,14,4,6,2,0,1,0,0,24,2,0
7639,19,1,91928,4,10,2,1,4,0,1,0,0,35,0,0
7642,62,1,192515,2,9,5,10,2,0,1,0,0,40,0,0
7644,17,1,221129,1,5,0,1,0,0,0,0,0,40,0,0
7650,43,1,112607,3,7,0,3,0,0,0,0,0,60,0,0
7652,18,1,183315,3,7,2,3,3,1,1,0,0,10,0,0
7653,47,1,116279,2,9,3,8,2,0,1,0,0,43,0,0
7655,37,1,215419,9,12,0,1,5,0,1,0,0,25,0,0
7657,57,5,61885,2,9,0,6,0,1,0,0,0,60,0,1
7661,18,1,118847,11,8,2,3,3,0,1,0,0,20,0,0
7663,17,1,659273,3,7,2,7,3,1,1,0,0,40,24,0
7664,23,1,215395,2,9,2,2,1,0,0,0,0,40,0,0
7667,27,1,318639,7,6,2,1,1,0,0,0,0,60,3,0
7670,35,1,308945,2,9,3,4,2,0,1,0,0,75,0,0
7675,24,1,403865,4,10,0,8,0,0,0,0,0,56,0,0
7681,30,5,109282,0,13,0,3,0,0,0,0,0,52,0,1
7692,26,2,425092,8,14,2,6,1,0,1,2174,0,40,0,0
7701,57,1,245193,8,14,0,0,0,0,0,0,0,60,0,1
7708,44,1,212888,0,13,3,0,2,0,1,0,0,45,0,0
7711,42,0,93099,4,10,0,6,3,0,1,0,0,25,0,0
7713,28,1,50814,2,9,2,9,1,0,1,0,0,40,0,0
7716,58,0,222311,2,9,0,1,0,0,0,7688,0,55,0,1
7719,69,1,541737,4,10,5,9,1,0,1,2050,0,24,0,0
7720,84,1,241065,8,14,2,6,1,0,0,0,0,66,0,0
7726,58,1,49893,4,10,0,3,0,0,0,0,0,45,0,0
7727,22,1,197387,4,10,2,5,4,0,0,0,0,24,3,0
7728,36,0,111957,4,10,0,0,0,0,0,0,0,52,0,0
7739,51,1,193374,10,2,0,8,0,0,0,0,0,40,3,0
7740,30,1,186420,0,13,2,7,1,0,1,0,0,40,0,0
7747,22,1,210165,4,10,2,8,1,0,0,0,0,50,0,0
7749,56,2,155657,0,13,3,0,2,0,1,0,0,40,0,0
7755,17,1,154398,3,7,2,1,3,1,0,0,0,16,22,0
7767,47,1,168195,2,9,0,3,0,0,0,0,0,55,0,0
7770,28,3,119793,4,10,0,11,0,0,0,0,0,40,0,0
7780,39,1,198097,0,13,3,0,1,0,0,0,0,50,0,0
7783,26,0,281678,5,11,0,10,0,0,0,0,0,55,0,0
7785,32,1,151053,2,9,0,5,0,0,0,0,0,40,0,1
7786,49,2,186539,8,14,0,11,0,0,0,0,0,40,0,1
7796,48,1,273435,2,9,0,8,0,0,0,0,1579,40,0,0
7799,28,1,183885,2,9,2,1,3,0,0,0,0,30,0,0
7802,26,1,261278,4,10,4,3,4,1,0,0,0,30,0,0
7811,42,1,136986,0,13,0,0,0,0,0,0,0,40,0,1
7816,59,1,99248,4,10,3,1,1,0,0,0,0,40,0,0
7820,30,1,308812,4,10,2,3,1,0,1,0,0,60,0,0
7823,33,1,157747,9,12,0,5,0,0,0,0,0,40,0,0
7832,43,1,35910,4,10,0,3,0,0,0,0,0,43,0,1
7839,33,1,202498,6,4,4,7,1,0,0,0,0,40,9,0
7841,28,1,122922,2,9,2,0,1,0,1,0,0,50,0,0
7848,45,2,167159,0,13,0,11,0,0,0,0,0,50,0,1
7849,24,1,283806,4,10,2,1,1,0,1,0,0,40,0,0
7852,41,1,33310,2,9,2,9,1,0,1,0,0,40,0,0
7864,36,1,160035,2,9,0,8,0,0,0,3908,0,55,0,0
7872,81,1,162882,2,9,3,7,1,0,1,0,0,35,0,0
7876,44,1,468706,2,9,0,7,0,1,0,0,0,40,0,0
7881,22,1,291386,4,10,2,9,1,0,1,0,0,40,0,0
7885,25,1,108658,2,9,2,0,1,0,0,0,0,45,0,0
7895,30,1,140869,2,9,2,1,2,0,1,0,0,40,0,0
7898,33,1,309630,2,9,0,1,0,0,0,0,0,40,0,0
7904,50,5,198400,2,9,0,3,0,1,0,0,0,60,0,0
7910,29,1,183887,0,13,2,9,3,0,0,0,0,40,0,0
7913,29,2,187649,2,9,4,11,4,0,1,0,0,40,0,0
7923,36,1,133655,2,9,1,9,2,0,1,0,0,40,0,0
7932,29,1,130620,4,10,1,3,3,2,1,0,0,26,8,0
7933,40,1,136244,4,10,0,9,5,0,1,0,0,40,0,0
7955,45,1,273435,2,9,0,8,0,0,0,0,0,40,0,0
7960,26,1,274724,4,10,2,1,4,0,0,0,0,40,23,0
7961,47,1,196707,13,15,3,9,1,0,0,0,0,40,0,0
7962,31,1,213002,11,8,2,3,1,0,0,4650,0,50,0,0
7964,23,1,361481,7,6,0,1,0,0,0,0,0,40,2,0
7970,50,0,348099,7,6,3,3,1,0,1,0,0,50,0,0
7974,35,0,181705,2,9,0,8,0,0,0,3103,0,40,0,1
7975,33,1,238912,15,16,0,6,0,0,0,0,0,60,0,1
7980,34,4,67083,0,13,2,0,2,2,0,1471,0,40,19,0
7985,33,1,142675,0,13,2,5,1,0,0,0,0,30,0,0
7992,40,1,144067,5,11,0,8,0,0,0,0,0,40,0,0
7994,37,1,178136,2,9,0,2,0,1,0,0,0,40,0,0
8001,45,1,189802,4,10,3,9,1,0,1,0,0,40,0,0
8005,23,1,189830,4,10,0,1,0,1,0,0,0,50,0,0
8007,44,1,174147,4,10,0,7,0,0,0,0,0,40,0,0
8017,33,1,180551,4,10,4,9,2,0,1,0,0,40,0,0
8020,34,1,112584,7,6,3,1,2,0,1,0,0,38,0,0
8030,34,1,176469,0,13,2,3,1,0,0,0,0,38,0,0
8032,39,4,410034,2,9,0,9,0,0,0,0,0,40,0,0
8039,46,5,182655,5,11,0,0,0,0,0,0,0,60,0,1
8044,33,1,236818,5,11,2,6,2,1,1,0,0,26,0,0
8052,55,1,259532,6,4,0,12,0,0,0,0,0,50,0,0
8055,30,1,205659,9,12,0,0,5,0,1,0,0,50,33,1
8059,27,1,152246,2,9,2,2,3,2,0,0,0,40,15,0
8061,33,1,155198,1,5,3,2,1,0,0,0,0,35,0,0
8063,23,1,162945,6,4,2,1,3,0,0,0,0,35,0,0
8065,26,1,181597,4,10,0,2,0,1,0,0,0,40,0,0
8072,44,0,26669,9,12,0,1,5,0,1,0,0,99,0,0
8073,54,1,194580,5,11,0,3,0,0,0,0,0,50,0,0
8075,27,3,315640,8,14,2,6,1,2,0,0,0,20,17,0
8089,51,4,40808,0,13,2,6,1,3,1,0,0,43,0,0
8094,17,3,117906,7,6,2,10,3,0,0,0,0,40,0,0
8096,52,1,248113,12,1,1,7,4,0,0,0,0,40,3,0
8099,32,1,259719,4,10,3,5,2,1,0,0,0,40,23,0
8100,25,1,35829,4,10,3,7,2,0,1,0,0,50,0,0
8105,32,5,113543,13,15,0,6,0,0,0,0,0,40,0,1
8110,41,1,202980,2,9,0,8,0,0,0,0,0,4,13,0
8114,34,1,306215,5,11,2,5,1,1,0,0,0,40,0,0
8119,34,0,312197,2,9,0,12,0,0,0,0,0,75,3,1
8122,25,1,182771,4,10,2,3,3,2,0,0,0,40,0,0
8127,27,1,332187,0,13,2,9,1,0,1,0,0,65,0,0
8129,17,1,111332,3,7,2,3,3,0,1,0,0,20,0,0
8136,19,1,164320,2,9,2,12,3,0,0,0,0,40,0,0
8138,52,0,162381,2,9,3,3,1,0,0,0,0,40,0,0
8144,34,1,195136,0,13,0,6,5,0,1,0,1887,40,0,1
8153,42,1,44402,0,13,0,3,0,0,0,0,0,60,0,0
8159,27,2,74056,0,13,2,4,1,0,0,0,0,50,0,0
8160,29,1,144259,0,13,0,5,0,1,0,4386,0,80,2,1
8165,42,1,185057,2,9,4,9,2,0,1,0,0,35,14,0
8173,42,1,143046,0,13,2,6,1,0,1,0,1564,38,0,1
8176,79,1,121318,4,10,0,9,0,0,0,0,0,20,0,0
8179,60,1,27886,6,4,3,1,1,0,0,0,0,40,0,0
8190,23,1,227915,2,9,2,8,2,0,1,0,0,33,0,0
8194,22,1,188950,4,10,2,4,3,0,0,0,0,40,0,0
8203,20,1,124751,4,10,2,14,3,0,1,0,0,20,0,0
8205,38,1,132879,0,13,0,0,0,0,0,0,0,40,0,1
8207,56,1,208415,2,9,3,0,1,1,0,0,0,40,2,0
8209,35,1,154410,0,13,0,0,0,0,0,0,0,50,0,1
8214,66,1,217198,2,9,0,5,0,0,0,0,0,10,0,0
8221,20,1,190429,4,10,2,1,1,0,1,0,0,40,0,0
8222,28,1,190303,9,12,2,7,4,0,0,0,0,40,0,0
8231,57,1,210688,2,9,0,6,0,0,0,0,0,15,0,0
8242,29,1,263831,0,13,2,9,3,0,1,0,0,40,0,0
8247,43,2,311914,4,10,3,9,1,0,1,0,0,40,0,0
8255,32,1,136480,0,13,0,3,0,0,0,0,0,60,0,1
8261,40,1,79372,2,9,3,3,1,0,1,0,0,40,0,0
8265,24,1,96178,0,13,2,9,3,0,1,0,0,40,0,0
8266,46,1,328216,0,13,0,0,0,0,0,15024,0,40,0,1
8272,62,0,39630,2,9,0,3,0,0,0,0,0,40,0,0
8275,28,1,218887,2,9,2,10,2,0,1,0,0,35,0,0
8276,23,1,664670,2,9,2,8,3,1,0,0,0,40,0,0
8278,26,1,84619,0,13,0,8,0,0,0,0,0,40,0,1
8283,38,1,326886,5,11,0,0,0,0,0,0,0,45,0,1
8286,39,0,326400,8,14,2,6,1,0,0,0,0,40,0,0
8287,46,1,504725,14,3,4,5,1,0,0,0,0,50,3,0
8292,57,1,220871,6,4,5,2,2,1,1,0,0,40,0,0
8298,27,1,225142,4,10,2,8,3,0,0,0,0,40,0,0
8301,51,1,311350,0,13,0,0,0,0,0,0,0,40,0,1
8303,47,1,427055,4,10,0,9,0,0,0,0,0,45,3,0
8307,29,1,194864,2,9,0,3,5,0,1,0,0,18,0,0
8310,69,1,113035,10,2,5,14,1,1,1,0,0,4,0,0
8315,25,1,191921,4,10,2,12,3,0,0,0,0,40,0,0
8328,46,1,73019,0,13,2,6,1,0,1,0,0,40,0,0
8329,54,1,169182,2,9,4,9,2,0,1,0,0,38,30,0
8331,21,1,109869,2,9,2,8,3,0,0,0,0,30,0,0
8333,30,1,208043,0,13,0,3,0,0,0,0,0,55,0,1
8335,56,3,153451,4,10,3,9,1,0,1,0,0,35,0,0
8350,25,1,209428,4,10,0,3,0,0,0,0,0,25,7,0
8368,31,1,162572,0,13,0,0,0,0,0,0,0,40,0,0
8392,30,1,97933,9,12,0,12,5,0,1,0,1485,37,0,1
8397,34,1,192002,0,13,0,0,0,0,0,0,0,40,0,1
8407,31,1,255004,0,13,2,0,1,0,0,0,1741,38,0,0
8415,20,1,216436,0,13,2,3,4,1,1,0,0,30,0,0
8418,31,1,369825,0,13,2,3,1,0,0,4101,0,50,0,0
8419,56,1,199763,4,10,0,8,0,0,0,0,0,45,0,0
8422,40,5,37869,2,9,0,0,0,0,0,0,0,50,0,0
8437,43,1,115323,0,13,0,0,0,0,0,3103,0,40,0,1
8441,40,1,169995,2,9,3,8,2,0,0,0,0,40,0,0
8445,24,1,274398,4,10,2,9,3,1,1,0,0,20,0,0
8451,59,5,255822,2,9,3,0,1,0,0,0,0,60,0,0
8457,23,1,118693,0,13,2,1,1,0,0,0,0,35,0,0
8464,30,1,156025,2,9,3,0,2,0,1,0,0,40,0,0
8468,43,1,115178,5,11,0,9,5,0,1,0,0,40,0,1
8471,38,1,174717,0,13,0,3,0,0,0,0,0,50,0,1
8480,40,1,356934,9,12,3,0,1,0,0,0,0,40,0,1
8482,26,1,247025,2,9,2,11,2,0,0,0,0,44,0,0
8488,27,1,62737,5,11,0,4,0,0,0,0,0,40,0,0
8490,38,5,275223,0,13,0,3,0,0,0,7688,0,40,0,1
8497,35,1,66297,0,13,2,6,1,2,1,0,0,40,15,1
8505,33,2,511289,5,11,0,11,0,0,0,0,0,48,0,1
8512,23,1,31606,2,9,2,9,2,0,1,0,0,40,0,0
8513,29,1,34292,2,9,2,1,3,0,0,0,0,38,0,0
8514,21,1,107882,9,12,2,1,3,0,1,0,0,9,0,0
8515,18,1,39529,11,8,2,1,3,0,1,0,0,32,0,0
8521,61,1,202952,7,6,3,1,1,1,1,0,0,24,0,0
8528,64,1,151364,4,10,2,9,1,0,1,0,0,40,0,0
8530,28,2,304960,9,12,2,9,1,0,1,0,1980,40,0,0
8531,51,1,102828,5,11,0,5,0,0,0,0,0,40,32,0
8533,34,3,154246,0,13,3,6,1,0,0,4865,0,55,0,0
8534,29,1,142519,2,9,2,5,3,0,0,0,0,40,0,0
8545,45,1,146497,4,10,5,0,2,0,1,0,0,55,0,0
8559,26,4,76900,0,13,2,4,1,0,0,0,0,40,0,0
8566,35,2,308945,2,9,0,8,0,0,0,0,0,40,0,1
8570,45,1,102147,2,9,0,8,0,0,0,0,0,40,0,0
8573,45,1,148900,0,13,0,6,0,0,0,0,0,50,0,1
8579,21,1,202373,4,10,2,3,3,1,0,0,0,25,0,0
8580,29,0,151476,5,11,2,9,1,0,1,2174,0,40,0,0
8589,25,1,105693,0,13,2,6,1,0,1,0,0,40,0,0
8605,21,1,285457,4,10,2,12,3,0,0,0,0,50,0,0
8625,57,1,218649,2,9,0,5,0,0,0,0,0,40,0,0
8630,21,1,117210,4,10,2,3,3,0,0,0,0,45,0,0
8633,23,1,106957,3,7,2,8,3,2,0,14344,0,40,26,1
8635,57,1,120302,2,9,0,2,0,0,0,0,0,40,0,0
8646,32,1,256362,2,9,0,8,0,0,0,0,0,40,0,1
8647,25,1,282612,5,11,2,4,2,1,1,0,0,40,0,0
8648,21,1,73679,4,10,2,0,3,0,1,0,0,40,0,0
8650,36,2,357720,5,11,2,6,1,0,1,0,0,40,0,0
8657,17,1,294485,7,6,2,1,3,0,0,0,0,30,0,0
8658,20,1,637080,4,10,2,3,1,0,0,0,0,25,0,0
8662,60,1,141253,7,6,3,10,1,0,0,0,0,48,0,0
8664,43,4,94937,0,13,3,9,2,0,1,0,0,40,0,0
8665,46,1,220269,4,10,0,4,0,0,0,0,0,40,0,1
8670,22,1,124940,4,10,0,9,5,3,1,0,0,44,0,0
8689,34,1,40067,4,10,0,8,0,0,0,0,0,40,0,0
8690,31,1,326862,4,10,3,8,3,1,0,0,0,40,0,0
8695,23,1,38251,2,9,2,1,3,0,1,0,0,40,0,0
8700,40,3,34218,2,9,0,8,0,0,0,0,0,40,0,0
8702,45,1,235924,0,13,3,0,3,0,1,0,0,40,0,0
8710,52,5,181855,13,15,0,6,0,4,0,99999,0,65,0,1
8711,67,0,127543,7,6,0,10,0,0,0,2414,0,80,0,0
8722,26,1,202033,0,13,0,12,0,0,0,0,0,40,0,1
8727,23,1,214227,5,11,3,9,1,0,1,0,0,30,0,0
8730,53,1,31460,2,9,3,6,1,0,0,0,0,40,0,0
8748,46,1,83064,4,10,0,2,0,0,0,0,0,40,0,0
8757,22,1,335453,4,10,2,7,3,0,1,0,0,16,0,0
8760,54,1,50385,0,13,3,0,1,1,1,0,0,45,0,1
8781,55,1,229029,0,13,0,0,0,0,0,15024,0,48,0,1
8798,31,1,273324,4,10,2,1,3,0,0,0,1721,16,0,0
8808,47,2,80282,0,13,0,6,0,0,0,3137,0,40,0,0
8809,34,1,319854,15,16,2,6,1,0,0,0,0,40,11,1
8817,39,1,120130,4,10,4,2,3,0,0,0,0,40,0,0
8826,41,1,156566,0,13,0,0,0,0,0,4386,0,50,0,1
8827,35,5,338320,2,9,0,0,0,0,0,0,0,50,0,1
8828,24,1,353696,4,10,2,1,3,0,0,0,0,20,21,0
8829,46,0,342907,2,9,0,3,0,1,0,0,0,60,0,1
8836,37,2,312232,0,13,0,11,0,0,0,5178,0,40,0,1
8839,43,1,188199,1,5,3,5,2,0,1,0,0,40,0,0
8842,29,1,256671,2,9,0,9,5,0,1,0,0,40,0,0
8843,46,1,231515,9,12,2,9,1,0,1,0,0,47,4,0
8846,23,1,363219,4,10,2,14,1,0,1,0,0,6,0,0
8847,27,1,291547,0,13,0,7,1,4,1,0,0,6,3,0
8848,36,1,308945,2,9,0,2,0,0,0,0,0,40,0,0
8851,66,1,298834,4,10,0,11,0,0,0,0,0,40,21,0
8854,37,1,186934,2,9,0,3,0,0,0,15024,0,60,0,1
8855,17,1,154908,7,6,2,1,3,0,1,0,0,10,0,0
8863,30,1,242460,2,9,4,8,1,0,0,0,0,50,0,0
8864,33,0,202729,0,13,0,8,0,0,0,0,0,40,0,1
8867,34,1,56121,3,7,3,8,2,0,0,0,0,40,0,0
8876,18,0,212207,2,9,2,10,3,0,0,0,0,11,0,0
8883,41,0,200574,13,15,0,6,0,0,0,0,1977,60,0,1
8888,64,1,103021,6,4,0,8,0,0,0,0,0,40,0,0
8889,35,1,297767,4,10,4,9,1,1,0,0,0,40,0,0
8902,35,1,228190,2,9,0,12,0,1,0,0,0,40,0,0
8904,38,4,307404,4,10,3,9,2,0,1,0,0,40,0,0
8906,46,0,182541,2,9,0,10,0,0,0,0,1672,50,0,0
8913,55,1,129173,2,9,2,5,1,1,0,0,0,40,0,0
8917,47,1,285200,2,9,0,8,0,0,0,0,0,40,0,0
8918,34,5,314375,4,10,0,3,0,0,0,0,0,60,0,1
8920,18,1,274746,2,9,2,7,2,0,1,0,0,20,0,0
8922,36,1,66173,0,13,2,9,1,0,1,0,0,50,0,0
8924,29,1,159479,2,9,0,12,0,4,0,0,0,55,0,0
8928,28,1,96020,0,13,0,0,5,0,1,0,0,50,0,1
8929,43,1,176138,0,13,0,0,0,0,0,0,0,50,0,0
8930,47,1,47496,2,9,3,8,1,0,0,0,0,42,0,0
8931,20,1,187158,4,10,2,9,3,0,1,0,0,15,0,0
8933,76,0,237624,6,4,0,8,0,0,0,0,0,10,0,0
8935,54,0,42924,4,10,0,3,0,0,0,0,0,50,0,0
8938,30,1,167476,4,10,3,2,1,0,0,0,0,50,0,0
8945,46,1,57914,2,9,0,11,0,0,0,0,0,40,0,0
8963,90,1,77053,2,9,5,7,1,0,1,0,4356,40,0,0
8972,55,2,28151,2,9,3,9,1,0,1,0,0,40,0,1
8976,36,1,305352,7,6,3,8,4,1,0,0,0,40,0,0
8985,28,1,196630,5,11,4,7,2,0,1,0,0,40,3,0
8988,32,1,204374,13,15,0,6,0,0,0,0,1977,60,0,1
8991,29,1,44921,2,9,0,7,5,0,1,0,0,40,0,0
8993,39,1,67136,5,11,4,9,1,2,0,0,0,40,0,0
8996,23,1,145964,4,10,2,7,1,0,0,0,0,40,0,0
8999,20,1,189148,2,9,0,5,0,0,0,0,0,48,0,0
9001,51,0,311569,2,9,3,3,1,0,0,0,0,40,0,0
